review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
"OTP not received, cannot complete transaction Great work!","otp not received, cannot complete transaction great work!",3,2025-11-27,BOA,positive,0.55,Transaction Performance
Please add QR payment feature,please add qr payment feature,4,2026-04-29,BOA,neutral,0.5,Feature Requests
Good features but needs performance improvement Please fix!,good features but needs performance improvement please fix!,5,2026-05-07,BOA,positive,0.875,Feature Requests
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",5,2026-03-16,BOA,neutral,0.5,UI and Design
Fingerprint login would be great addition Very disappointed.,fingerprint login would be great addition very disappointed.,1,2026-04-01,BOA,neutral,0.5,Feature Requests
Fingerprint login would be great addition Very disappointed.,fingerprint login would be great addition very disappointed.,2,2025-12-11,BOA,neutral,0.5,Feature Requests
"OTP not received, cannot complete transaction Update needed.","otp not received, cannot complete transaction update needed.",3,2026-04-04,BOA,positive,0.1,Transaction Performance
App freezes on payment screen every time So frustrating.,app freezes on payment screen every time so frustrating.,2,2026-01-28,BOA,negative,0.4,Transaction Performance
Fingerprint login would be great addition Very disappointed.,fingerprint login would be great addition very disappointed.,1,2026-02-13,BOA,neutral,0.5,Feature Requests
"OTP not received, cannot complete transaction Very disappointed.","otp not received, cannot complete transaction very disappointed.",3,2026-02-07,BOA,negative,0.43750000000000006,Transaction Performance
Security features are good but app is slow Please fix!,security features are good but app is slow please fix!,4,2025-12-07,BOA,positive,0.16249999999999995,Transaction Performance
Please add QR payment feature Highly recommend.,please add qr payment feature highly recommend.,2,2026-01-27,BOA,positive,0.16,Feature Requests
Support team resolved my issue in 10 minutes Very disappointed.,support team resolved my issue in minutes very disappointed.,3,2026-03-26,BOA,negative,0.9750000000000001,Customer Support
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,3,2026-02-06,BOA,negative,0.4,Customer Support
Customer support is helpful but app needs work Highly recommend.,customer support is helpful but app needs work highly recommend.,4,2025-12-04,BOA,positive,0.16,Customer Support
Support team resolved my issue in 10 minutes Very disappointed.,support team resolved my issue in minutes very disappointed.,5,2026-02-25,BOA,negative,0.9750000000000001,Customer Support
App freezes on payment screen every time Update needed.,app freezes on payment screen every time update needed.,1,2026-05-02,BOA,neutral,0.5,Transaction Performance
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,2,2026-01-16,BOA,positive,0.16,Transaction Performance
Login issues every time I try to use the app Update needed.,login issues every time i try to use the app update needed.,4,2026-03-14,BOA,neutral,0.5,Account Access
Please add QR payment feature Please fix!,please add qr payment feature please fix!,1,2025-12-09,BOA,neutral,0.5,Feature Requests
"OTP not received, cannot complete transaction","otp not received, cannot complete transaction",2,2025-11-21,BOA,positive,0.1,Transaction Performance
"OTP not received, cannot complete transaction","otp not received, cannot complete transaction",1,2026-05-02,BOA,positive,0.1,Transaction Performance
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",3,2026-03-14,BOA,neutral,0.5,UI and Design
"OTP not received, cannot complete transaction Very disappointed.","otp not received, cannot complete transaction very disappointed.",4,2026-01-30,BOA,negative,0.43750000000000006,Transaction Performance
"Slow loading during transfers, takes forever Very disappointed.","slow loading during transfers, takes forever very disappointed.",1,2025-12-05,BOA,negative,0.6375000000000001,Transaction Performance
Security features are good but app is slow,security features are good but app is slow,3,2025-11-21,BOA,positive,0.19999999999999996,Transaction Performance
"Slow loading during transfers, takes forever Highly recommend.","slow loading during transfers, takes forever highly recommend.",1,2026-04-09,BOA,neutral,0.5,Transaction Performance
Needs better notification system Update needed.,needs better notification system update needed.,2,2026-03-29,BOA,positive,0.5,Feature Requests
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,3,2026-01-18,BOA,positive,0.16,Transaction Performance
Please add QR payment feature So frustrating.,please add qr payment feature so frustrating.,1,2026-04-10,BOA,negative,0.4,Feature Requests
Needs better notification system Please fix!,needs better notification system please fix!,4,2025-12-04,BOA,positive,0.625,Feature Requests
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",2,2026-03-12,BOA,neutral,0.5,UI and Design
Good features but needs performance improvement So frustrating.,good features but needs performance improvement so frustrating.,4,2026-03-13,BOA,positive,0.14999999999999997,Feature Requests
Customer support is helpful but app needs work Highly recommend.,customer support is helpful but app needs work highly recommend.,2,2026-01-19,BOA,positive,0.16,Customer Support
Login issues every time I try to use the app Very disappointed.,login issues every time i try to use the app very disappointed.,4,2026-03-20,BOA,negative,0.9750000000000001,Account Access
Security features are good but app is slow Very disappointed.,security features are good but app is slow very disappointed.,4,2025-12-13,BOA,negative,0.19166666666666674,Transaction Performance
Fingerprint login would be great addition Highly recommend.,fingerprint login would be great addition highly recommend.,5,2026-05-15,BOA,positive,0.48000000000000004,Feature Requests
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",5,2025-12-05,BOA,neutral,0.5,UI and Design
"App crashes frequently, very unreliable Highly recommend.","app crashes frequently, very unreliable highly recommend.",5,2026-02-15,BOA,positive,0.18,App Stability
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,3,2026-02-18,BOA,neutral,0.5,Transaction Performance
"UI is confusing, not user friendly","ui is confusing, not user friendly",1,2025-11-24,BOA,neutral,0.5,UI and Design
Fingerprint login would be great addition Great work!,fingerprint login would be great addition great work!,2,2026-01-26,BOA,positive,0.9,Feature Requests
Good features but needs performance improvement Update needed.,good features but needs performance improvement update needed.,5,2026-05-02,BOA,positive,0.7,Feature Requests
"App crashes frequently, very unreliable Highly recommend.","app crashes frequently, very unreliable highly recommend.",2,2026-03-31,BOA,positive,0.18,App Stability
Security features are good but app is slow So frustrating.,security features are good but app is slow so frustrating.,5,2026-03-05,BOA,neutral,0.5,Transaction Performance
Fingerprint login would be great addition So frustrating.,fingerprint login would be great addition so frustrating.,5,2026-01-09,BOA,positive,0.2,Feature Requests
Support team resolved my issue in 10 minutes Highly recommend.,support team resolved my issue in minutes highly recommend.,4,2026-03-23,BOA,positive,0.16,Customer Support
"App crashes frequently, very unreliable","app crashes frequently, very unreliable",5,2026-01-12,BOA,positive,0.2,App Stability
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,3,2026-03-18,BOA,negative,0.4,Customer Support
"UI is confusing, not user friendly So frustrating.","ui is confusing, not user friendly so frustrating.",2,2026-03-28,BOA,negative,0.10833333333333334,UI and Design
Please add QR payment feature Great work!,please add qr payment feature great work!,5,2026-03-03,BOA,positive,1.0,Feature Requests
App freezes on payment screen every time Great work!,app freezes on payment screen every time great work!,5,2025-11-21,BOA,positive,1.0,Transaction Performance
"App crashes frequently, very unreliable So frustrating.","app crashes frequently, very unreliable so frustrating.",1,2026-04-26,BOA,negative,0.1,App Stability
Security features are good but app is slow Highly recommend.,security features are good but app is slow highly recommend.,3,2025-12-12,BOA,positive,0.18666666666666665,Transaction Performance
Please add QR payment feature Please fix!,please add qr payment feature please fix!,1,2025-12-17,BOA,neutral,0.5,Feature Requests
App freezes on payment screen every time Very disappointed.,app freezes on payment screen every time very disappointed.,3,2026-03-22,BOA,negative,0.9750000000000001,Transaction Performance
Customer support is helpful but app needs work So frustrating.,customer support is helpful but app needs work so frustrating.,1,2026-03-18,BOA,negative,0.4,Customer Support
"UI is confusing, not user friendly","ui is confusing, not user friendly",4,2025-12-28,BOA,neutral,0.5,UI and Design
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,1,2026-01-05,BOA,negative,0.4,Customer Support
"OTP not received, cannot complete transaction Update needed.","otp not received, cannot complete transaction update needed.",1,2026-03-20,BOA,positive,0.1,Transaction Performance
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,1,2025-12-12,BOA,neutral,0.5,Customer Support
"Slow loading during transfers, takes forever Update needed.","slow loading during transfers, takes forever update needed.",1,2026-04-08,BOA,negative,0.30000000000000004,Transaction Performance
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",1,2026-05-10,BOA,negative,0.355,Transaction Performance
"UI is confusing, not user friendly Very disappointed.","ui is confusing, not user friendly very disappointed.",1,2025-12-01,BOA,negative,0.30000000000000004,UI and Design
App freezes on payment screen every time,app freezes on payment screen every time,1,2026-02-02,BOA,neutral,0.5,Transaction Performance
"Unable to check balance, shows error Highly recommend.","unable to check balance, shows error highly recommend.",2,2026-03-18,BOA,negative,0.16999999999999998,Account Access
Security features are good but app is slow Highly recommend.,security features are good but app is slow highly recommend.,3,2026-04-06,BOA,positive,0.18666666666666665,Transaction Performance
Login issues every time I try to use the app So frustrating.,login issues every time i try to use the app so frustrating.,1,2026-02-27,BOA,negative,0.4,Account Access
"OTP not received, cannot complete transaction Very disappointed.","otp not received, cannot complete transaction very disappointed.",1,2026-05-15,BOA,negative,0.43750000000000006,Transaction Performance
Needs better notification system Update needed.,needs better notification system update needed.,1,2026-05-10,BOA,positive,0.5,Feature Requests
Support team resolved my issue in 10 minutes Update needed.,support team resolved my issue in minutes update needed.,3,2026-02-10,BOA,neutral,0.5,Customer Support
Security features are good but app is slow Please fix!,security features are good but app is slow please fix!,5,2025-12-01,BOA,positive,0.16249999999999995,Transaction Performance
Security features are good but app is slow Please fix!,security features are good but app is slow please fix!,3,2026-04-06,BOA,positive,0.16249999999999995,Transaction Performance
"UI is confusing, not user friendly","ui is confusing, not user friendly",3,2026-03-26,BOA,neutral,0.5,UI and Design
Security features are good but app is slow Update needed.,security features are good but app is slow update needed.,3,2026-01-23,BOA,positive,0.19999999999999996,Transaction Performance
"Slow loading during transfers, takes forever Highly recommend.","slow loading during transfers, takes forever highly recommend.",1,2026-03-20,BOA,neutral,0.5,Transaction Performance
"Transaction failed multiple times today, very frustrating Update needed.","transaction failed multiple times today, very frustrating update needed.",1,2026-01-08,BOA,negative,0.34,Transaction Performance
"Slow loading during transfers, takes forever Great work!","slow loading during transfers, takes forever great work!",2,2026-03-13,BOA,positive,0.35,Transaction Performance
Customer support is helpful but app needs work Update needed.,customer support is helpful but app needs work update needed.,3,2026-01-08,BOA,neutral,0.5,Customer Support
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,2,2025-11-20,BOA,negative,0.4,Customer Support
"App crashes frequently, very unreliable Please fix!","app crashes frequently, very unreliable please fix!",4,2026-05-12,BOA,positive,0.25,App Stability
Customer support is helpful but app needs work Very disappointed.,customer support is helpful but app needs work very disappointed.,5,2026-04-14,BOA,negative,0.9750000000000001,Customer Support
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",4,2026-05-18,BOA,negative,0.49875,Transaction Performance
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,1,2026-02-01,BOA,positive,0.16,Transaction Performance
"App crashes frequently, very unreliable Please fix!","app crashes frequently, very unreliable please fix!",4,2026-02-06,BOA,positive,0.25,App Stability
Support team resolved my issue in 10 minutes Highly recommend.,support team resolved my issue in minutes highly recommend.,2,2025-11-30,BOA,positive,0.16,Customer Support
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",4,2026-01-19,BOA,neutral,0.5,UI and Design
Good features but needs performance improvement Please fix!,good features but needs performance improvement please fix!,2,2025-12-31,BOA,positive,0.875,Feature Requests
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,4,2026-03-17,BOA,neutral,0.5,Customer Support
"Unable to check balance, shows error","unable to check balance, shows error",3,2025-11-29,BOA,negative,0.5,Account Access
Please add QR payment feature Great work!,please add qr payment feature great work!,3,2025-12-16,BOA,positive,1.0,Feature Requests
"Slow loading during transfers, takes forever","slow loading during transfers, takes forever",2,2026-03-26,BOA,negative,0.30000000000000004,Transaction Performance
Please add QR payment feature Very disappointed.,please add qr payment feature very disappointed.,1,2026-02-14,BOA,negative,0.9750000000000001,Feature Requests
Login issues every time I try to use the app Very disappointed.,login issues every time i try to use the app very disappointed.,1,2026-04-21,BOA,negative,0.9750000000000001,Account Access
App freezes on payment screen every time,app freezes on payment screen every time,1,2025-12-09,BOA,neutral,0.5,Transaction Performance
"Unable to check balance, shows error Please fix!","unable to check balance, shows error please fix!",3,2026-02-25,BOA,negative,0.625,Account Access
Login issues every time I try to use the app Highly recommend.,login issues every time i try to use the app highly recommend.,2,2026-01-23,BOA,positive,0.16,Account Access
App freezes on payment screen every time,app freezes on payment screen every time,4,2025-12-11,BOA,neutral,0.5,Transaction Performance
"Slow loading during transfers, takes forever Please fix!","slow loading during transfers, takes forever please fix!",4,2026-01-03,BOA,negative,0.37500000000000006,Transaction Performance
"OTP not received, cannot complete transaction So frustrating.","otp not received, cannot complete transaction so frustrating.",4,2026-03-22,BOA,negative,0.15000000000000002,Transaction Performance
"Unable to check balance, shows error Update needed.","unable to check balance, shows error update needed.",1,2025-12-25,BOA,negative,0.5,Account Access
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,4,2025-12-21,BOA,neutral,0.5,Transaction Performance
"Unable to check balance, shows error","unable to check balance, shows error",2,2026-01-26,BOA,negative,0.5,Account Access
Please add QR payment feature Very disappointed.,please add qr payment feature very disappointed.,1,2025-12-23,BOA,negative,0.9750000000000001,Feature Requests
App freezes on payment screen every time,app freezes on payment screen every time,3,2026-05-10,BOA,neutral,0.5,Transaction Performance
"UI is confusing, not user friendly Please fix!","ui is confusing, not user friendly please fix!",1,2026-02-10,BOA,neutral,0.5,UI and Design
"UI is confusing, not user friendly Highly recommend.","ui is confusing, not user friendly highly recommend.",4,2025-12-01,BOA,neutral,0.5,UI and Design
"OTP not received, cannot complete transaction","otp not received, cannot complete transaction",1,2025-12-02,BOA,positive,0.1,Transaction Performance
Fingerprint login would be great addition Highly recommend.,fingerprint login would be great addition highly recommend.,5,2026-01-14,BOA,positive,0.48000000000000004,Feature Requests
"Transaction failed multiple times today, very frustrating Update needed.","transaction failed multiple times today, very frustrating update needed.",1,2026-04-05,BOA,negative,0.34,Transaction Performance
Login issues every time I try to use the app,login issues every time i try to use the app,2,2025-12-20,BOA,neutral,0.5,Account Access
Security features are good but app is slow So frustrating.,security features are good but app is slow so frustrating.,4,2026-04-06,BOA,neutral,0.5,Transaction Performance
"Transaction failed multiple times today, very frustrating Highly recommend.","transaction failed multiple times today, very frustrating highly recommend.",3,2026-03-03,BOA,negative,0.215,Transaction Performance
"App crashes frequently, very unreliable Very disappointed.","app crashes frequently, very unreliable very disappointed.",2,2025-12-23,BOA,negative,0.38750000000000007,App Stability
Login issues every time I try to use the app Very disappointed.,login issues every time i try to use the app very disappointed.,3,2026-03-02,BOA,negative,0.9750000000000001,Account Access
"App crashes frequently, very unreliable Please fix!","app crashes frequently, very unreliable please fix!",4,2026-02-01,BOA,positive,0.25,App Stability
"Slow loading during transfers, takes forever So frustrating.","slow loading during transfers, takes forever so frustrating.",1,2025-12-07,BOA,negative,0.35000000000000003,Transaction Performance
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,3,2026-01-24,BOA,positive,0.16,Transaction Performance
"Slow loading during transfers, takes forever Update needed.","slow loading during transfers, takes forever update needed.",2,2026-04-01,BOA,negative,0.30000000000000004,Transaction Performance
Login issues every time I try to use the app So frustrating.,login issues every time i try to use the app so frustrating.,1,2025-12-18,BOA,negative,0.4,Account Access
App freezes on payment screen every time Very disappointed.,app freezes on payment screen every time very disappointed.,1,2026-02-10,BOA,negative,0.9750000000000001,Transaction Performance
Please add QR payment feature Highly recommend.,please add qr payment feature highly recommend.,2,2026-03-09,BOA,positive,0.16,Feature Requests
"OTP not received, cannot complete transaction Update needed.","otp not received, cannot complete transaction update needed.",1,2025-12-06,BOA,positive,0.1,Transaction Performance
Good features but needs performance improvement Highly recommend.,good features but needs performance improvement highly recommend.,1,2026-01-11,BOA,positive,0.43,Feature Requests
"App crashes frequently, very unreliable Update needed.","app crashes frequently, very unreliable update needed.",4,2026-02-11,BOA,positive,0.2,App Stability
"UI is confusing, not user friendly","ui is confusing, not user friendly",3,2026-05-16,BOA,neutral,0.5,UI and Design
Needs better notification system So frustrating.,needs better notification system so frustrating.,4,2026-04-27,BOA,neutral,0.5,Feature Requests
Security features are good but app is slow Very disappointed.,security features are good but app is slow very disappointed.,4,2026-01-17,BOA,negative,0.19166666666666674,Transaction Performance
"Unable to check balance, shows error Very disappointed.","unable to check balance, shows error very disappointed.",1,2026-03-16,BOA,negative,0.7375,Account Access
"Unable to check balance, shows error Great work!","unable to check balance, shows error great work!",3,2026-03-24,BOA,positive,0.25,Account Access
"UI is confusing, not user friendly","ui is confusing, not user friendly",5,2025-11-23,BOA,neutral,0.5,UI and Design
Fingerprint login would be great addition Very disappointed.,fingerprint login would be great addition very disappointed.,1,2026-04-13,BOA,neutral,0.5,Feature Requests
Security features are good but app is slow Great work!,security features are good but app is slow great work!,5,2026-05-01,BOA,positive,0.4666666666666666,Transaction Performance
"OTP not received, cannot complete transaction","otp not received, cannot complete transaction",2,2026-01-30,BOA,positive,0.1,Transaction Performance
"Transaction failed multiple times today, very frustrating Highly recommend.","transaction failed multiple times today, very frustrating highly recommend.",3,2026-03-23,BOA,negative,0.215,Transaction Performance
"OTP not received, cannot complete transaction Highly recommend.","otp not received, cannot complete transaction highly recommend.",2,2025-12-07,BOA,positive,0.13,Transaction Performance
Please add QR payment feature Please fix!,please add qr payment feature please fix!,3,2026-02-02,BOA,neutral,0.5,Feature Requests
Security features are good but app is slow Highly recommend.,security features are good but app is slow highly recommend.,3,2025-11-28,BOA,positive,0.18666666666666665,Transaction Performance
"UI is confusing, not user friendly Great work!","ui is confusing, not user friendly great work!",1,2026-03-30,BOA,positive,0.35833333333333334,UI and Design
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,1,2026-04-16,BOA,neutral,0.5,Customer Support
Needs better notification system Highly recommend.,needs better notification system highly recommend.,2,2026-02-28,BOA,positive,0.33,Feature Requests
Customer support is helpful but app needs work,customer support is helpful but app needs work,4,2026-03-04,BOA,neutral,0.5,Customer Support
"Transaction failed multiple times today, very frustrating Please fix!","transaction failed multiple times today, very frustrating please fix!",1,2026-04-16,BOA,negative,0.3833333333333333,Transaction Performance
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,3,2026-02-01,BOA,neutral,0.5,Customer Support
"Slow loading during transfers, takes forever Great work!","slow loading during transfers, takes forever great work!",3,2026-02-21,BOA,positive,0.35,Transaction Performance
Security features are good but app is slow Update needed.,security features are good but app is slow update needed.,2,2026-03-23,BOA,positive,0.19999999999999996,Transaction Performance
Good features but needs performance improvement Update needed.,good features but needs performance improvement update needed.,3,2026-02-22,BOA,positive,0.7,Feature Requests
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,2,2026-04-22,BOA,neutral,0.5,Customer Support
Login issues every time I try to use the app Highly recommend.,login issues every time i try to use the app highly recommend.,3,2026-02-08,BOA,positive,0.16,Account Access
Needs better notification system Highly recommend.,needs better notification system highly recommend.,1,2026-01-21,BOA,positive,0.33,Feature Requests
Customer support is helpful but app needs work,customer support is helpful but app needs work,3,2026-02-03,BOA,neutral,0.5,Customer Support
Login issues every time I try to use the app Very disappointed.,login issues every time i try to use the app very disappointed.,2,2026-04-12,BOA,negative,0.9750000000000001,Account Access
Good features but needs performance improvement Please fix!,good features but needs performance improvement please fix!,3,2026-04-13,BOA,positive,0.875,Feature Requests
"Slow loading during transfers, takes forever Great work!","slow loading during transfers, takes forever great work!",2,2025-12-11,BOA,positive,0.35,Transaction Performance
Needs better notification system Update needed.,needs better notification system update needed.,3,2025-12-04,BOA,positive,0.5,Feature Requests
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",4,2025-11-21,BOA,negative,0.49875,Transaction Performance
"OTP not received, cannot complete transaction","otp not received, cannot complete transaction",4,2025-12-25,BOA,positive,0.1,Transaction Performance
"App crashes frequently, very unreliable Highly recommend.","app crashes frequently, very unreliable highly recommend.",4,2026-01-20,BOA,positive,0.18,App Stability
Please add QR payment feature Great work!,please add qr payment feature great work!,2,2026-01-13,BOA,positive,1.0,Feature Requests
"UI is confusing, not user friendly","ui is confusing, not user friendly",3,2025-12-22,BOA,neutral,0.5,UI and Design
Needs better notification system,needs better notification system,2,2026-02-06,BOA,positive,0.5,Feature Requests
App freezes on payment screen every time Update needed.,app freezes on payment screen every time update needed.,2,2026-05-06,BOA,neutral,0.5,Transaction Performance
"App crashes frequently, very unreliable","app crashes frequently, very unreliable",5,2026-04-28,BOA,positive,0.2,App Stability
"App crashes frequently, very unreliable Highly recommend.","app crashes frequently, very unreliable highly recommend.",4,2026-01-31,BOA,positive,0.18,App Stability
Needs better notification system,needs better notification system,1,2026-02-02,BOA,positive,0.5,Feature Requests
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,1,2026-01-10,BOA,neutral,0.5,Transaction Performance
Security features are good but app is slow,security features are good but app is slow,4,2026-01-17,BOA,positive,0.19999999999999996,Transaction Performance
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,2,2026-01-29,BOA,neutral,0.5,Transaction Performance
Login issues every time I try to use the app Great work!,login issues every time i try to use the app great work!,3,2026-04-01,BOA,positive,1.0,Account Access
"Slow loading during transfers, takes forever Very disappointed.","slow loading during transfers, takes forever very disappointed.",1,2026-05-04,BOA,negative,0.6375000000000001,Transaction Performance
Support team resolved my issue in 10 minutes Great work!,support team resolved my issue in minutes great work!,4,2026-02-22,BOA,positive,1.0,Customer Support
Security features are good but app is slow,security features are good but app is slow,3,2026-01-20,BOA,positive,0.19999999999999996,Transaction Performance
Good features but needs performance improvement Highly recommend.,good features but needs performance improvement highly recommend.,1,2026-04-22,BOA,positive,0.43,Feature Requests
"Unable to check balance, shows error So frustrating.","unable to check balance, shows error so frustrating.",1,2026-04-12,BOA,negative,0.45,Account Access
Security features are good but app is slow Please fix!,security features are good but app is slow please fix!,1,2026-01-10,BOA,positive,0.16249999999999995,Transaction Performance
Security features are good but app is slow Very disappointed.,security features are good but app is slow very disappointed.,1,2025-12-05,BOA,negative,0.19166666666666674,Transaction Performance
Needs better notification system Very disappointed.,needs better notification system very disappointed.,1,2026-03-11,BOA,negative,0.23750000000000004,Feature Requests
Fingerprint login would be great addition Great work!,fingerprint login would be great addition great work!,5,2026-03-18,BOA,positive,0.9,Feature Requests
Support team resolved my issue in 10 minutes Great work!,support team resolved my issue in minutes great work!,1,2026-03-18,BOA,positive,1.0,Customer Support
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",5,2026-02-12,BOA,negative,0.49875,Transaction Performance
Needs better notification system Update needed.,needs better notification system update needed.,4,2026-04-01,BOA,positive,0.5,Feature Requests
"Unable to check balance, shows error Highly recommend.","unable to check balance, shows error highly recommend.",5,2026-01-11,BOA,negative,0.16999999999999998,Account Access
Security features are good but app is slow Highly recommend.,security features are good but app is slow highly recommend.,1,2026-01-18,BOA,positive,0.18666666666666665,Transaction Performance
App freezes on payment screen every time,app freezes on payment screen every time,1,2026-04-27,BOA,neutral,0.5,Transaction Performance
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,2,2025-11-27,BOA,positive,0.16,Transaction Performance
Support team resolved my issue in 10 minutes Very disappointed.,support team resolved my issue in minutes very disappointed.,1,2026-04-11,BOA,negative,0.9750000000000001,Customer Support
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",3,2025-12-19,BOA,negative,0.49875,Transaction Performance
"Slow loading during transfers, takes forever Great work!","slow loading during transfers, takes forever great work!",3,2026-04-02,BOA,positive,0.35,Transaction Performance
"OTP not received, cannot complete transaction Very disappointed.","otp not received, cannot complete transaction very disappointed.",1,2026-02-03,BOA,negative,0.43750000000000006,Transaction Performance
Security features are good but app is slow Great work!,security features are good but app is slow great work!,3,2026-02-03,BOA,positive,0.4666666666666666,Transaction Performance
"UI is confusing, not user friendly Highly recommend.","ui is confusing, not user friendly highly recommend.",3,2026-01-08,BOA,neutral,0.5,UI and Design
Customer support is helpful but app needs work Great work!,customer support is helpful but app needs work great work!,2,2026-04-22,BOA,positive,1.0,Customer Support
Good features but needs performance improvement Very disappointed.,good features but needs performance improvement very disappointed.,2,2026-01-13,BOA,negative,0.13750000000000007,Feature Requests
Support team resolved my issue in 10 minutes Please fix!,support team resolved my issue in minutes please fix!,1,2025-11-26,BOA,neutral,0.5,Customer Support
App freezes on payment screen every time Very disappointed.,app freezes on payment screen every time very disappointed.,3,2026-02-21,BOA,negative,0.9750000000000001,Transaction Performance
"Transaction failed multiple times today, very frustrating Please fix!","transaction failed multiple times today, very frustrating please fix!",2,2026-04-29,BOA,negative,0.3833333333333333,Transaction Performance
"Transaction failed multiple times today, very frustrating Highly recommend.","transaction failed multiple times today, very frustrating highly recommend.",4,2026-04-02,BOA,negative,0.215,Transaction Performance
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,2,2026-01-29,BOA,negative,0.4,Customer Support
Please add QR payment feature Highly recommend.,please add qr payment feature highly recommend.,1,2026-01-16,BOA,positive,0.16,Feature Requests
"App crashes frequently, very unreliable Great work!","app crashes frequently, very unreliable great work!",4,2026-04-25,BOA,positive,0.6,App Stability
Good features but needs performance improvement Highly recommend.,good features but needs performance improvement highly recommend.,3,2026-04-01,BOA,positive,0.43,Feature Requests
Needs better notification system Please fix!,needs better notification system please fix!,5,2026-04-27,BOA,positive,0.625,Feature Requests
"OTP not received, cannot complete transaction Update needed.","otp not received, cannot complete transaction update needed.",5,2025-12-01,BOA,positive,0.1,Transaction Performance
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",5,2026-04-22,BOA,neutral,0.5,UI and Design
"Transaction failed multiple times today, very frustrating Highly recommend.","transaction failed multiple times today, very frustrating highly recommend.",2,2026-03-26,BOA,negative,0.215,Transaction Performance
Fingerprint login would be great addition So frustrating.,fingerprint login would be great addition so frustrating.,2,2026-03-13,BOA,positive,0.2,Feature Requests
App could use better notification system Great work!,app could use better notification system great work!,4,2025-12-01,Dashen,positive,0.75,Feature Requests
"Good UI, very intuitive and easy to navigate","good ui, very intuitive and easy to navigate",2,2025-12-23,Dashen,positive,0.4444444444444444,UI and Design
Fingerprint login would be convenient Highly recommend.,fingerprint login would be convenient highly recommend.,5,2026-03-09,Dashen,positive,0.16,Account Access
"Good UI, very intuitive and easy to navigate","good ui, very intuitive and easy to navigate",5,2026-02-12,Dashen,positive,0.4444444444444444,UI and Design
Fingerprint login would be convenient Update needed.,fingerprint login would be convenient update needed.,2,2026-01-21,Dashen,neutral,0.5,Account Access
Transaction processing is fast and reliable So frustrating.,transaction processing is fast and reliable so frustrating.,1,2026-02-17,Dashen,negative,0.1,Transaction Performance
Customer service responded quickly to my query Highly recommend.,customer service responded quickly to my query highly recommend.,1,2026-05-16,Dashen,positive,0.24666666666666665,UI and Design
App could use better notification system So frustrating.,app could use better notification system so frustrating.,1,2026-01-16,Dashen,neutral,0.5,Feature Requests
"Need budgeting tools please, would be very helpful Great work!","need budgeting tools please, would be very helpful great work!",4,2026-01-26,Dashen,positive,0.6,Feature Requests
Sometimes slow but generally good experience Please fix!,sometimes slow but generally good experience please fix!,5,2025-12-31,Dashen,positive,0.2875,Transaction Performance
"Working great so far, no major issues Please fix!","working great so far, no major issues please fix!",3,2026-04-01,Dashen,positive,0.2869791666666667,Other
"Fast transfers, love the speed and reliability Great work!","fast transfers, love the speed and reliability great work!",4,2025-11-24,Dashen,positive,0.5666666666666667,Transaction Performance
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",5,2026-02-25,Dashen,positive,0.1171875,Other
